name,price,price_for_metr,floor_object,total_floors,type_of_home,square_home,live_square,kitchen_square,height_ceiling,bathroom,balcony,repair,yer_home,garbage_chute,type_home,type_of_overlap,entrances,heating,accident_rate,gas_supply,finishing,number_of_elevators,address,link
3-комн. квартира,11900000,105590,4,7,Вторичка,112.7,55.0,25.0,Null,Null,1,Евроремонт,2016,Null,Null,Железобетонные,3,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Дзержинский, ул. имени Хорошева, 8",https://volgograd.cian.ru/sale/flat/293698490/
3-комн. квартира,12100000,109304,9,10,Вторичка,110.7,61.3,18.8,2.7,1,1,Евроремонт,2004,Null,Кирпичный,Железобетонные,5,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Дзержинский, ул. Землячки, 66А",https://volgograd.cian.ru/sale/flat/284407321/
3-комн. квартира,12100000,175362,22,25,Вторичка,69.0,35.0,6.0,2.7,1,1,Дизайнерский,2013,Null,Монолитный,Железобетонные,2,Центральное,Нет,Null,Null,Null,"Волгоградская область, Волгоград, р-н Центральный, Селенгинская ул., 11",https://volgograd.cian.ru/sale/flat/290676829/
3-комн. квартира,11901000,127556,8,19,Новостройка,93.3,38.3,16.7,Null,2,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,2,"Волгоградская область, Волгоград, р-н Центральный, Селенгинская ул., 7",https://volgograd.cian.ru/sale/flat/293296240/
3-комн. квартира,12000000,100000,5,13,Вторичка,120.0,70.0,15.0,Null,Null,3,Евроремонт,2007,Да,Кирпичный,Железобетонные,4,Центральное,Нет,Null,Null,1,"Волгоградская область, Волгоград, р-н Дзержинский, бул. 30-летия Победы, 19",https://volgograd.cian.ru/sale/flat/288046839/
2-комн. квартира,12000000,145278,2,9,Вторичка,82.6,60.0,10.0,Null,1,Null,Косметический,2001,Null,Кирпичный,Железобетонные,4,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Ворошиловский, ул. Огарева, 1",https://volgograd.cian.ru/sale/flat/292929557/
2-комн. квартира,12000000,220994,1,2,Вторичка,54.3,35.4,4.3,Null,1,Null,Косметический,1917,Null,Кирпичный,Железобетонные,1,Центральное,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Центральный, ул. Порт-Саида, 8А",https://volgograd.cian.ru/sale/flat/272038321/
Квартира свободной планировки,12229150,145119,4,8,Новостройка,84.27,51.4,6.1,2.95,Null,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,2,"Волгоградская область, Волгоград, р-н Центральный, просп. Имени В.И. Ленина, 72",https://volgograd.cian.ru/sale/flat/275910137/
2-комн. квартира,12400000,194662,23,23,Вторичка,63.7,33.0,14.3,3.0,1,1,Без ремонта,2022,Да,Блочный,Железобетонные,1,Индивидуальный тепловой пункт,Нет,Null,Null,2,"Волгоградская область, Волгоград, р-н Ворошиловский, Профсоюзная ул., 16А",https://volgograd.cian.ru/sale/flat/294210111/
2-комн. квартира,12155500,175000,9,9,Новостройка,69.46,Null,Null,2.78,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Ворошиловский, Клубный Дом Академический жилой комплекс",https://volgograd.cian.ru/sale/flat/290927947/
3-комн. квартира,12400000,123506,5,17,Вторичка,100.4,59.6,14.3,Null,1,1,Евроремонт,2012,Null,Кирпичный,Железобетонные,1,Автономная котельная,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Дзержинский, ул. 8-й Воздушной Армии, 6Б",https://volgograd.cian.ru/sale/flat/292568873/
2-комн. квартира,12200000,155434,18,18,Новостройка,78.49,45.8,21.8,3.0,1,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/290500303/
3-комн. квартира,12200000,109221,2,9,Вторичка,111.7,67.1,18.9,Null,1,1,Евроремонт,2007,Null,Кирпичный,Железобетонные,4,Автономная котельная,Нет,Центральное,Null,Null,"Волгоградская область, Волгоград, р-н Дзержинский, Ангарский поселок, ул. Куринская, 19",https://volgograd.cian.ru/sale/flat/291409628/
2-комн. квартира,12206355,151500,17,17,Новостройка,80.57,Null,Null,2.7,Null,Null,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Без отделки,3,"Волгоградская область, Волгоград, р-н Ворошиловский, ул. Степана Разина",https://volgograd.cian.ru/sale/flat/294461154/
5-комн. квартира,12200000,96139,5,6,Вторичка,126.9,84.0,14.0,Null,1,1,Евроремонт,1999,Null,Null,Нет информации,Null,Нет информации,Нет,Null,Null,Null,"Волгоградская область, Волгоград, р-н Дзержинский, Ангарская ул., 69/2",https://volgograd.cian.ru/sale/flat/292248227/
Квартира свободной планировки,12300000,148515,2,18,Новостройка,82.82,29.4,27.4,3.0,2,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/290500147/
3-комн. квартира,12180000,114797,2,9,Вторичка,106.1,59.2,15.0,Null,Null,3,Null,2006,Да,Кирпичный,Железобетонные,6,Электрическое,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Донецкая ул., 14",https://volgograd.cian.ru/sale/flat/292599792/
2-комн. квартира,12300000,148157,16,18,Новостройка,83.02,29.4,27.4,3.0,2,1,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/290500277/
2-комн. квартира,12300000,136667,2,21,Вторичка,90.0,33.4,27.5,3.2,Null,Null,Без ремонта,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Null,1,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/292366722/
2-комн. квартира,12300000,140331,4,18,Новостройка,87.65,33.4,27.5,3.0,2,2,Null,Null,Null,Монолитно-кирпичный,Null,Null,Null,Null,Null,Предчистовая,2,"Волгоградская область, Волгоград, р-н Центральный, Бакинская ул., 6",https://volgograd.cian.ru/sale/flat/255488055/
3-комн. квартира,12300000,149635,4,8,Вторичка,82.2,64.5,7.0,3.0,1,1,Косметический,1960,Да,Кирпичный,Смешанные,4,Центральное,Нет,Центральное,Null,1,"Волгоградская область, Волгоград, р-н Центральный, ул. Аллея Героев, 5",https://volgograd.cian.ru/sale/flat/279575857/
